time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1639	-6.95031	4.64367	2.3939	-0.494058	radar	2.19704	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3411	-6.68509	4.81908	2.34094	-0.518208	lidar	4.22146	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5034	-6.52259	4.69842	2.31356	-0.522281	radar	3.64897	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5915	-6.39851	4.49981	2.28965	-0.519141	lidar	4.79899	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7284	-6.22447	4.47711	2.26076	-0.521861	radar	0.397011	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9242	-5.99049	4.67193	2.22975	-0.527132	lidar	3.15145	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0536	-5.79198	4.67257	2.19805	-0.531621	radar	2.04428	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1865	-5.61481	4.64437	2.1745	-0.528996	lidar	0.0569558	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.339	-5.41881	4.74969	2.15593	-0.520222	radar	1.00403	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4915	-5.17352	4.87515	2.12472	-0.525205	lidar	0.73703	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6196	-4.98748	4.91089	2.10921	-0.512447	radar	6.17065	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7279	-4.82113	4.79537	2.09001	-0.506558	lidar	0.506529	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8504	-4.60611	4.84772	2.06713	-0.503092	radar	0.278452	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9675	-4.34785	4.94724	2.03444	-0.509766	lidar	0.459354	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.078	-4.13556	4.81051	2.00295	-0.521392	radar	10.9171	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1781	-3.83235	4.99932	1.96234	-0.534177	lidar	1.78997	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2526	-3.60775	4.86245	1.92392	-0.550555	radar	3.99268	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2859	-3.34453	4.89161	1.87904	-0.564465	lidar	4.87693	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3354	-3.10948	4.82187	1.8395	-0.578287	radar	1.22701	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3613	-2.88554	4.76766	1.80295	-0.58406	lidar	1.84457	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4148	-2.66611	4.73194	1.77537	-0.583192	radar	1.19672	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4823	-2.54372	4.47378	1.76513	-0.567249	lidar	4.46706	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5339	-2.313	4.52295	1.74103	-0.562039	radar	0.839127	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5817	-2.11941	4.45546	1.71933	-0.55674	lidar	0.58989	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.61	-1.88875	4.49506	1.69352	-0.552256	radar	2.04962	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6126	-1.61684	4.6088	1.65589	-0.560527	lidar	1.58364	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6116	-1.4003	4.55581	1.61929	-0.571223	radar	1.77603	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.617	-1.16116	4.58524	1.58937	-0.572359	lidar	0.0395871	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6427	-0.944711	4.55948	1.56909	-0.565326	radar	4.84412	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6546	-0.667231	4.69522	1.54373	-0.563194	lidar	0.73401	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6441	-0.420732	4.73459	1.51043	-0.5716	radar	2.4068	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6024	-0.0872154	4.99113	1.47324	-0.578561	lidar	2.72453	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5818	0.163155	5.00687	1.44416	-0.580918	radar	2.75793	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.557	0.477538	5.18335	1.41877	-0.577993	lidar	0.927364	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5402	0.722551	5.13206	1.40136	-0.565046	radar	1.70596	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5279	1.00712	5.21211	1.38411	-0.556376	lidar	2.31584	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4856	1.28075	5.21305	1.36729	-0.540014	radar	7.2851	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4267	1.49044	5.09626	1.33744	-0.542407	lidar	0.382077	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3876	1.6909	4.93003	1.31867	-0.531621	radar	9.15492	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3315	1.87401	4.78449	1.29114	-0.532651	lidar	0.53227	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2659	2.09783	4.76863	1.26517	-0.532087	radar	0.166761	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2042	2.26765	4.61714	1.2378	-0.533094	lidar	0.633682	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1416	2.4715	4.51366	1.2187	-0.522541	radar	1.26435	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0574	2.73063	4.63754	1.19607	-0.519385	lidar	0.424321	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9678	2.95434	4.71873	1.16665	-0.526173	radar	2.29273	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8567	3.2673	4.96996	1.14678	-0.520075	lidar	1.73488	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7743	3.49452	4.94044	1.12831	-0.512991	radar	2.34808	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6695	3.68553	4.86281	1.09979	-0.515625	lidar	0.182097	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5563	3.88657	4.82623	1.0722	-0.517077	radar	1.03175	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4926	4.04567	4.65486	1.05333	-0.51256	lidar	3.74453	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3732	4.2375	4.63399	1.02597	-0.513954	radar	0.488374	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2088	4.48056	4.78329	0.996753	-0.515784	lidar	2.1084	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0613	4.66495	4.68723	0.96812	-0.514262	radar	8.91476	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9426	4.86045	4.6779	0.947207	-0.510555	lidar	0.490308	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7893	5.04553	4.67072	0.91825	-0.512423	radar	2.22877	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6146	5.2811	4.81811	0.894863	-0.50952	lidar	1.08777	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4437	5.47	4.92048	0.862982	-0.517428	radar	0.691593	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2562	5.65007	4.94356	0.830252	-0.522649	lidar	1.10705	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0919	5.81574	4.95951	0.800449	-0.527828	radar	3.19946	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9198	5.97546	4.92464	0.771208	-0.530399	lidar	0.0675198	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7801	6.13218	4.62386	0.756408	-0.514359	radar	4.36084	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6164	6.28711	4.61179	0.731622	-0.513747	lidar	0.0508198	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4732	6.43378	4.47153	0.712916	-0.506186	radar	1.63916	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2322	6.68822	4.76945	0.700403	-0.493002	lidar	5.08141	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0437	6.81596	4.67587	0.670535	-0.495631	radar	5.3652	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8234	7.00261	4.80478	0.650104	-0.490844	lidar	1.16226	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6136	7.14006	4.85461	0.620205	-0.49581	radar	1.30438	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.429	7.28364	4.83858	0.59925	-0.492955	lidar	0.381907	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1944	7.43311	5.07223	0.56961	-0.50021	radar	1.96481	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0101	7.59145	5.05627	0.556222	-0.491174	lidar	2.35184	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8311	7.74185	4.84185	0.546919	-0.474602	radar	6.3457	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6223	7.88622	4.87271	0.528879	-0.469758	lidar	0.205142	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4402	8.00161	4.74672	0.509667	-0.465333	radar	1.79938	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2244	8.04164	4.66091	0.464414	-0.483656	lidar	3.5386	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0448	8.1563	4.40815	0.451554	-0.470489	radar	5.94422	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8663	8.31022	4.44393	0.448313	-0.454058	lidar	4.00545	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6228	8.42679	4.66452	0.425052	-0.45575	radar	4.74626	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3594	8.58198	4.82565	0.414725	-0.444022	lidar	2.12703	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1766	8.67889	4.56486	0.401354	-0.433456	radar	2.29888	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9774	8.78702	4.56613	0.387444	-0.427298	lidar	0.733598	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7968	8.86747	4.35672	0.370854	-0.421225	radar	1.32661	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5706	8.95815	4.41346	0.351821	-0.418965	lidar	0.410587	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3342	9.05599	4.53513	0.334988	-0.415631	radar	5.136	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0277	9.1769	4.75605	0.321237	-0.407539	lidar	6.88166	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.822	9.24587	4.69464	0.301734	-0.40696	radar	1.56836	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5514	9.36709	4.83136	0.294951	-0.394632	lidar	1.67865	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2818	9.41632	5.04105	0.263354	-0.406545	radar	4.20399	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9663	9.56398	5.25262	0.265284	-0.386437	lidar	4.01624	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7303	9.64312	5.0233	0.255305	-0.374791	radar	3.8333	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4439	9.76224	5.15593	0.252601	-0.360552	lidar	1.57241	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2006	9.83535	5.12166	0.239029	-0.356417	radar	0.665625	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9186	9.96554	5.24455	0.242419	-0.338229	lidar	2.09064	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6685	10.03	5.19547	0.227741	-0.335592	radar	0.135689	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4189	10.1375	5.2278	0.227238	-0.32236	lidar	2.12618	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1647	10.2053	5.23018	0.21469	-0.319353	radar	0.627676	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9362	10.2316	5.15416	0.191167	-0.326155	lidar	0.458263	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6982	10.285	5.05155	0.178829	-0.321718	radar	0.440983	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4874	10.2829	4.94335	0.149847	-0.333127	lidar	1.00773	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1752	10.3289	5.27462	0.13171	-0.336165	radar	7.615	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9098	10.3875	5.2975	0.122949	-0.329474	lidar	0.443742	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6835	10.4044	4.97872	0.10717	-0.325012	radar	6.19549	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4464	10.3803	4.93113	0.0758578	-0.337611	lidar	1.50295	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.189	10.4002	4.95573	0.0598502	-0.336612	radar	0.565092	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.87	10.5494	5.16122	0.0854003	-0.300076	lidar	9.47487	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6345	10.5865	4.93522	0.0791701	-0.289484	radar	2.27939	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3851	10.5946	4.93823	0.0616201	-0.291932	lidar	0.143475	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1285	10.6134	4.98106	0.0484282	-0.290901	radar	0.333885	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8685	10.7068	5.0364	0.0601334	-0.269017	lidar	5.5202	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6173	10.7423	4.96623	0.0551761	-0.260385	radar	1.99328	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3812	10.7213	4.92887	0.0315143	-0.269415	lidar	0.724254	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1425	10.7392	4.82021	0.0233888	-0.263311	radar	0.822629	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8884	10.8086	4.87016	0.0311863	-0.245766	lidar	3.43528	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.62	10.8215	4.90424	0.022011	-0.242203	radar	3.02357	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3857	10.8447	4.88728	0.0157127	-0.237656	lidar	0.736317	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0977	10.8121	5.31162	-0.0133538	-0.25785	radar	7.21959	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7841	10.7977	5.41297	-0.027846	-0.258154	lidar	2.52606	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5302	10.796	5.31103	-0.0374362	-0.254282	radar	0.448034	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2961	10.7925	5.24606	-0.0487749	-0.253828	lidar	1.11213	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0752	10.8204	4.85589	-0.0435972	-0.233552	radar	6.6537	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.81071	10.8705	4.9179	-0.0350023	-0.216497	lidar	3.04932	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.5978	10.8418	4.82257	-0.052753	-0.222468	radar	3.35288	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.32843	10.8742	4.89442	-0.0481426	-0.20904	lidar	1.52499	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.09901	10.8454	4.80458	-0.0630691	-0.211821	radar	2.15803	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.82299	10.8826	4.89385	-0.0551661	-0.196032	lidar	2.12407	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.59723	10.836	4.82363	-0.0754129	-0.204372	radar	5.57428	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.44005	10.7669	4.63082	-0.10563	-0.222326	lidar	2.88536	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.20725	10.7637	4.55859	-0.107986	-0.213549	radar	1.75194	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.83708	10.819	4.88143	-0.0846221	-0.182936	lidar	8.62083	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.59386	10.8074	4.74885	-0.0871158	-0.174152	radar	2.52376	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.2995	10.8046	4.88112	-0.0863201	-0.165267	lidar	1.29391	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.10024	10.814	4.5784	-0.0817281	-0.150323	radar	4.3883	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
