time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.60525	18.8248	4.88401	3.81078	0.469722	radar	1.73647	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.42847	18.696	4.83569	3.83081	0.467538	lidar	1.09172	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.26497	18.5517	4.69308	3.85481	0.467144	radar	1.02017	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13984	18.4069	4.59492	3.88654	0.475092	lidar	1.22551	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.93408	18.2356	4.95072	3.90735	0.475528	radar	7.23215	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.66868	18.0827	5.07083	3.90601	0.453669	lidar	3.17192	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.52394	17.9335	4.81168	3.92869	0.452098	radar	3.60408	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.28854	17.7622	4.91907	3.93506	0.437588	lidar	1.68181	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09745	17.5798	5.07728	3.95443	0.436835	radar	2.07011	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.92666	17.46	4.99184	3.96223	0.426407	lidar	6.67633	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76082	17.2491	5.17264	3.99158	0.434841	radar	2.13156	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58074	17.0586	5.18327	4.00928	0.431408	lidar	0.0835035	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43637	16.8935	4.87521	4.02677	0.425706	radar	2.43336	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.27437	16.7241	4.86196	4.04139	0.420416	lidar	0.659856	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.11283	16.5255	4.78292	4.05951	0.416385	radar	4.69031	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.94708	16.2985	4.86397	4.08123	0.41618	lidar	2.16733	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.8114	16.1214	4.7297	4.09888	0.412829	radar	0.681669	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.61135	15.9519	4.78201	4.09668	0.393544	lidar	2.61363	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46763	15.7221	5.01752	4.12196	0.399653	radar	1.79825	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28835	15.4991	5.09128	4.13257	0.391157	lidar	0.942256	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.14514	15.3067	4.98452	4.14589	0.385257	radar	1.29908	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.930342	15.0806	5.11149	4.1438	0.366333	lidar	2.96773	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.812162	14.9032	4.86949	4.15901	0.362583	radar	2.63171	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.700685	14.6969	4.84842	4.18111	0.366067	lidar	0.0867527	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.576663	14.4562	5.04252	4.20462	0.371405	radar	1.53514	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.398602	14.2284	5.12079	4.20721	0.357435	lidar	1.34386	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.256289	13.9753	5.36367	4.22489	0.358648	radar	1.82531	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.224871	13.7321	5.2664	4.2711	0.382999	lidar	3.50643	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.109288	13.4892	5.34714	4.28968	0.383104	radar	0.454289	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0520156	13.2492	5.39655	4.29194	0.36856	lidar	1.24832	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.159111	13.0347	5.16288	4.30499	0.362675	radar	1.61308	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.171985	12.8218	5.03372	4.34653	0.383495	lidar	3.60398	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.275983	12.5968	4.88639	4.35877	0.37646	radar	2.68881	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.390785	12.3648	4.91914	4.36785	0.368	lidar	0.449677	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.493873	12.1569	4.84283	4.37637	0.359458	radar	3.50948	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.57304	11.9454	4.81401	4.39202	0.357819	lidar	0.463511	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.680254	11.7154	4.82359	4.39928	0.348447	radar	2.99883	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.863569	11.465	4.94643	4.3832	0.319201	lidar	6.00841	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.937483	11.2452	4.74004	4.39774	0.316469	radar	2.21593	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.10774	11.0161	4.8253	4.38183	0.289121	lidar	4.8906	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.19234	10.7707	5.0041	4.39649	0.290457	radar	1.15008	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.32945	10.5094	5.0952	4.39304	0.274574	lidar	2.14858	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.42225	10.2469	5.19811	4.40434	0.272711	radar	1.07029	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.52444	10.0352	5.15501	4.40672	0.263666	lidar	2.64286	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.59876	9.81259	5.00799	4.4174	0.260776	radar	0.757664	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.68253	9.59431	4.98009	4.42464	0.256176	lidar	0.890757	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.79198	9.3409	5.10945	4.42595	0.246732	radar	3.21756	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.89172	9.03879	5.2357	4.43292	0.241109	lidar	4.03832	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.96015	8.82565	5.01228	4.4411	0.236623	radar	2.18115	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.06519	8.57164	5.06808	4.44084	0.225993	lidar	0.806425	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.18288	8.31844	5.08804	4.43536	0.210871	radar	4.07915	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.24035	8.08845	5.05127	4.44853	0.213397	lidar	0.261704	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.29055	7.88624	4.91196	4.46066	0.214781	radar	5.06967	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.41144	7.63066	4.99745	4.45233	0.198061	lidar	2.08358	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.54134	7.40493	4.81808	4.43614	0.172986	radar	7.6445	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.6557	7.14561	4.91448	4.42997	0.159735	lidar	1.6186	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.72009	6.91672	4.94832	4.43951	0.16203	radar	1.16778	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.76833	6.71484	4.86038	4.45137	0.165935	lidar	1.33943	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.81042	6.50931	4.6126	4.46151	0.16534	radar	2.67371	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.87728	6.27368	4.64683	4.46696	0.162688	lidar	0.14788	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-2.99515	6.02396	4.7715	4.4558	0.14589	radar	5.6522	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.09372	5.73721	4.92206	4.45297	0.136099	lidar	2.86118	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.19134	5.49749	4.77793	4.44362	0.118287	radar	3.62764	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.29858	5.22643	4.91061	4.43675	0.106532	lidar	1.90506	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.37543	4.98114	4.94457	4.43909	0.103868	radar	0.148644	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.50354	4.68472	5.14488	4.42676	0.0877924	lidar	3.74226	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.61067	4.43462	5.01742	4.41324	0.0667333	radar	3.7344	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.75344	4.14635	5.21903	4.39684	0.0491851	lidar	4.17403	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.84343	3.90552	5.2182	4.39616	0.0468561	radar	1.04667	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.91132	3.68107	5.14207	4.40116	0.0494275	lidar	0.355989	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.00342	3.49005	4.92173	4.39008	0.0334188	radar	4.94827	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.09551	3.24447	4.97398	4.38827	0.0304187	lidar	0.213845	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.22061	2.97749	5.04577	4.37234	0.0102264	radar	2.38747	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.31701	2.69291	5.18981	4.37277	0.00979476	lidar	1.20673	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.41152	2.4385	5.22002	4.37048	0.00629684	radar	0.112403	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.52145	2.16344	5.33465	4.36702	0.00333069	lidar	0.777107	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6325	1.92314	5.31639	4.35064	-0.0199098	radar	5.5043	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.75319	1.63584	5.46548	4.34642	-0.0219533	lidar	1.35651	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.88127	1.36951	5.56027	4.33303	-0.0371975	radar	1.37588	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.93204	1.16014	5.35026	4.33897	-0.0324801	lidar	4.70088	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.02521	0.954764	5.2275	4.33227	-0.0385715	radar	1.38968	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.08017	0.742372	5.08962	4.33696	-0.0346624	lidar	3.09585	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.1849	0.417771	5.40454	4.34046	-0.0318152	radar	5.02114	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.25816	0.188477	5.31358	4.34194	-0.0304016	lidar	1.24	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.36824	-0.0412508	5.2271	4.33723	-0.0304444	radar	5.93568	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.43889	-0.265253	5.15159	4.33907	-0.0287715	lidar	1.18207	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5534	-0.444147	5.08062	4.32055	-0.0477055	radar	4.42756	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.68313	-0.620907	4.9681	4.30097	-0.0637896	lidar	3.35112	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.79613	-0.877467	5.25549	4.29226	-0.0739973	radar	6.34235	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.89851	-1.15216	5.33382	4.29567	-0.0666553	lidar	0.806793	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.99	-1.42684	5.39923	4.30158	-0.0580155	radar	1.99026	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.12767	-1.63526	5.33555	4.2845	-0.0713152	lidar	2.04671	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.26349	-1.90395	5.63836	4.27357	-0.0817962	radar	3.51788	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.37695	-2.15468	5.62368	4.27041	-0.0812569	lidar	0.0888992	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.52098	-2.36098	5.47924	4.25323	-0.0929479	radar	4.62726	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.67074	-2.56785	5.42077	4.23452	-0.106375	lidar	1.68475	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.82009	-2.79199	5.43931	4.21952	-0.115744	radar	1.96406	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.92285	-3.04989	5.45492	4.22389	-0.106483	lidar	0.969605	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.04995	-3.27133	5.34434	4.2165	-0.107835	radar	0.431972	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.17418	-3.45412	5.24141	4.20199	-0.117764	lidar	2.17089	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.32065	-3.7083	5.31475	4.1965	-0.116436	radar	4.15446	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.47095	-3.8393	5.14584	4.16651	-0.140789	lidar	6.97403	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.61167	-4.05705	5.22794	4.15654	-0.144317	radar	0.75529	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.77222	-4.27906	5.24888	4.14392	-0.14881	lidar	0.642716	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.92115	-4.50213	5.25442	4.13529	-0.149655	radar	0.378363	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.0908	-4.73363	5.29904	4.12382	-0.152558	lidar	1.17126	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.23088	-4.92764	5.06145	4.11469	-0.152759	radar	1.98843	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.36814	-5.13079	5.04675	4.10738	-0.152675	lidar	0.0892917	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.51176	-5.29326	4.88697	4.0913	-0.160446	radar	3.38653	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.69998	-5.48852	4.92805	4.07133	-0.170553	lidar	2.51723	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.85929	-5.68748	4.96699	4.06028	-0.172794	radar	0.400704	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.01763	-5.86551	4.94514	4.04587	-0.178183	lidar	0.244375	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.15405	-6.01696	4.78576	4.03246	-0.1826	radar	5.23377	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.31882	-6.11939	4.67509	4.00148	-0.203159	lidar	4.97458	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.49415	-6.30947	4.79698	3.98863	-0.205492	radar	1.49368	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.64617	-6.50479	4.81225	3.98403	-0.200334	lidar	0.199553	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.86051	-6.68525	5.02635	3.96062	-0.21234	radar	7.91036	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0694	-6.85345	5.04885	3.93764	-0.222991	lidar	1.35057	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2501	-7.02258	5.07864	3.92317	-0.226196	radar	0.957764	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.4893	-7.20749	5.15908	3.89956	-0.236278	lidar	4.34003	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.6864	-7.3601	5.13484	3.87987	-0.243371	radar	2.29337	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9409	-7.5257	5.20777	3.85125	-0.257174	lidar	4.3799	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1216	-7.67009	5.05253	3.83645	-0.258996	radar	1.54405	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.2806	-7.80607	4.97473	3.82555	-0.257814	lidar	2.72878	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4687	-7.93998	4.92023	3.80828	-0.26184	radar	1.95373	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6487	-8.03655	4.8367	3.78436	-0.271837	lidar	3.30993	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.832	-8.15724	4.66676	3.76689	-0.275246	radar	1.15211	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0441	-8.24406	4.64348	3.73559	-0.290543	lidar	1.55235	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.2719	-8.38364	4.95182	3.71766	-0.293392	radar	3.15552	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.4807	-8.46237	4.89469	3.68811	-0.306539	lidar	2.45917	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.6728	-8.56094	4.68454	3.66816	-0.310748	radar	1.78904	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9578	-8.65155	4.78349	3.62919	-0.33036	lidar	6.15633	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2044	-8.76476	4.93748	3.60742	-0.33456	radar	3.15688	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4314	-8.80914	4.88837	3.57112	-0.35159	lidar	3.17684	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6257	-8.87254	4.6134	3.54653	-0.358198	radar	3.95459	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8676	-8.96105	4.66094	3.52327	-0.36257	lidar	0.94182	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1251	-9.05697	4.95267	3.50352	-0.363345	radar	2.81796	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3688	-9.14925	4.97695	3.48548	-0.363147	lidar	0.258187	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.5913	-9.22676	4.85748	3.46704	-0.363684	radar	0.403433	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.882	-9.23148	4.91559	3.41776	-0.390056	lidar	4.07288	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1401	-9.30941	4.94324	3.39906	-0.389322	radar	4.31747	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4263	-9.40063	5.04264	3.38258	-0.386554	lidar	4.56761	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6558	-9.44551	4.81513	3.35889	-0.391084	radar	2.05154	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9243	-9.50874	4.8811	3.33943	-0.390914	lidar	1.81358	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1652	-9.53533	4.80024	3.31267	-0.397385	radar	2.35332	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.417	-9.52484	4.80977	3.27536	-0.412165	lidar	1.40294	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6208	-9.54183	4.69146	3.2537	-0.41334	radar	4.83027	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9125	-9.51961	4.78836	3.21212	-0.431	lidar	2.84712	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1713	-9.56913	4.93518	3.20197	-0.420716	radar	7.19495	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4431	-9.57271	4.98227	3.17589	-0.424992	lidar	0.57441	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.6947	-9.57315	4.89396	3.15103	-0.428732	radar	1.78585	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9543	-9.53449	4.92072	3.11588	-0.440326	lidar	0.768954	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1877	-9.51483	4.8044	3.08942	-0.444798	radar	0.722931	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3912	-9.53545	4.73232	3.08114	-0.432926	lidar	1.13692	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6291	-9.52096	4.84742	3.06226	-0.429689	radar	1.77237	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8858	-9.49819	4.87789	3.03983	-0.430561	lidar	0.269203	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1157	-9.4605	4.91651	3.01651	-0.431411	radar	3.91972	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3668	-9.34804	4.94868	2.96839	-0.453766	lidar	3.82571	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.591	-9.28942	4.7979	2.93909	-0.46056	radar	1.37933	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8511	-9.16543	4.87439	2.8915	-0.481374	lidar	2.49943	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.085	-9.07572	4.87012	2.85831	-0.489227	radar	5.46589	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.251	-9.16842	4.6566	2.88752	-0.443574	lidar	11.8956	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4939	-9.11974	4.76429	2.87146	-0.437703	radar	1.67933	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7191	-9.02121	4.7747	2.83885	-0.446691	lidar	0.81782	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9629	-8.94213	4.7858	2.81458	-0.44884	radar	2.56983	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.157	-8.86995	4.71921	2.79351	-0.447353	lidar	1.04218	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3904	-8.78648	4.7084	2.77059	-0.448481	radar	1.95543	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5779	-8.75169	4.60971	2.76403	-0.434756	lidar	1.27869	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7576	-8.64471	4.38053	2.72957	-0.447638	radar	5.54601	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9603	-8.55766	4.3843	2.70835	-0.446708	lidar	0.0284026	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1731	-8.44903	4.54065	2.68543	-0.445651	radar	2.37087	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.414	-8.33547	4.62493	2.66235	-0.446853	lidar	1.57585	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6003	-8.23195	4.53851	2.63891	-0.448365	radar	0.735475	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8605	-7.98476	4.79332	2.57859	-0.481211	lidar	7.26989	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.041	-7.86273	4.55918	2.54866	-0.489875	radar	3.9383	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2845	-7.66965	4.7382	2.51022	-0.502502	lidar	2.9131	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4865	-7.51844	4.86221	2.48716	-0.498889	radar	1.25212	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.653	-7.37453	4.80906	2.46124	-0.499339	lidar	0.68514	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8448	-7.2107	4.84775	2.43461	-0.50058	radar	0.839622	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9977	-7.12046	4.69591	2.42582	-0.486338	lidar	1.55669	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
